Class of,College,IPED,Admission Decision,GPA,SAT Single,SAT Super,SAT CR,SAT M,__ SAT W,ACT,Sub Test 1,Sub Test 2,Major,AP/IB/Coll,Honors,App Deadline,Home State,HS Level,Merit Scholarship,URM
2020,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.52,,,,,,29,,,Undecided,4,6,EA  ,OH,PubA,,
2020,University of Illinois at Urbana-Champaign,145637,Not Accepted,3.79,1510,1530,720,790,,,,,Engineering - Bioengineering,10,4,,CA, PubR,,
2020,University of Illinois at Urbana-Champaign,145637,Waitlisted,3.58,,,,,,25,,,Psychology ,8,4,EA  ,CA, PubR,,
2020,University of Illinois at Urbana-Champaign,145637,Not Accepted,3.1,,1270,580,690,,,,,Computer Science ,14,0,,CA,PubA,,
2020,University of Illinois at Urbana-Champaign,145637,Not Accepted,2.66,,1340,620,720,,,,,Kinesiology,42,16,EA  ,FL, PubR,,
2020,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.77,,,,,,33,,,Engineering - Mechanical ,24,6,EA  ,CA, PubR,,
2020,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.5,1450,,700,750,,,,,Computer Science ,4,6,,IL,PrivA,,checked
2020,University of Illinois at Urbana-Champaign,145637,Deferred then accepted,3.36,1300,1300,630,670,,,,,Business  ,2,20,EA  ,TX,PrivR,,
2020,University of Illinois at Urbana-Champaign,145637,Waitlisted then accepted,3.48,1240,1270,600,670,,,,,Biology ,8,14,,CA, PubR,,
2020,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.92,,1520,720,800,,,740,800,Biology ,24,4,EA  ,CA, PubR,,
2020,University of Illinois at Urbana-Champaign,145637,Not Accepted,3.51,,1410,610,800,,,,,Engineering - Mechanical ,46,14,,FL, PubR,,
2020,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.5,1350,1350,680,670,,,,,Communication,,6,EA  ,NJ, PubR,,
2020,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.94,1600,,800,800,,36,800,800,Computer Science ,24,18,EA  ,CO, PubR,,
2020,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.68,1500,,700,800,,,800,740,Engineering - Biomedical,13,4,EA  ,CA, PubR,,
2020,University of Illinois at Urbana-Champaign,145637,Deferred  ,3.84,,,,,,36,760,740,Engineering - Mechanical ,14,12,,CA, PubR,,checked
2020,University of Illinois at Urbana-Champaign,145637,Accepted  ,4,1550,1550,750,800,,,780,800,Computer Science ,23,8,EA  ,TX, PubR,,
2020,University of Illinois at Urbana-Champaign,145637,Not Accepted,3.95,,1540,750,790,,,780,710,Computer Science ,18,22,EA  ,VA, PubR,,
2020,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.7,1520,,720,800,,,800,800,Computer Science ,18,18,,CA, PubR,,
2020,University of Illinois at Urbana-Champaign,145637,Accepted  ,3.83,,,,,,33,,,Sociology,14,10,EA  ,CA, PubR,,
2017,University of Iowa,153658,Accepted  ,3.77,,,,,,,,,Biology - Biomedical Science,10,8,,CA, PubR,,
2018,University of Iowa,153658,Accepted  ,3,,,,,,26,,,Communication,0,3,EA  ,NJ, PubR,,
2018,University of Iowa,153658,Accepted  ,2.6,,,,,,27,,,Communication,2,3,,IL,PubA,,
2015,University of Iowa,153658,Not Accepted,2.64,,,,,,,,,Business   ,23,,,NJ, PubR,,
2018,University of Iowa,153658,Accepted  ,3.05,,,,,,29,,,Journalism,0,0,,IL, PubR,,
2019,University of Iowa,153658,Accepted  ,2.95,,,,,,24,,,Political Science,12,4,,WA,PubA,,
2018,University of Iowa,153658,Accepted  ,3.16,,1170,610,560,,,,,Kinesiology - Exercise Science,8,6,,CA, PubR,,
2018,University of Iowa,153658,Accepted  ,2.3,,1070,570,500,,21,,,Chinese,4,,,TX, PubR,,
2019,University of Iowa,153658,Accepted  ,3.5,,,,,,29,,,Psychology,9,10,,CA, PubR,,
2019,University of Iowa,153658,Accepted  ,3.78,,,,,,31,,,English - Creative Writing ,8,6,,CA, PubR,,
2018,University of Iowa,153658,Accepted  ,4,,1440,680,760,,,,,Engineering - Civil,8,4,,CA, PubR,,
2018,University of Iowa,153658,Accepted  ,3.77,,,,,,31,,,,0,,,CA,PubA,,
2018,University of Iowa,153658,Accepted  ,3.62,,,,,,28,,,Journalism,6,2,,CA,PrivR,,
2016,University of Iowa,153658,Accepted  ,3.57,,,,,,,730,690,Biology  ,16,8,,CA, PubR,,
2019,University of Iowa,153658,Accepted  ,3.8,,,,,,35,800,,,10,6,,CA,PrivR,"$40,000 ",
2016,University of Iowa,153658,Accepted  ,3.65,,,,,,,630,,English - Creative Writing ,11,8,,CA, PubR,,
2019,University of Iowa,153658,Accepted  ,2.9,,1360,700,660,,,,,Business - Real Estate,,,,CA, PubR,"$26,000 ",
2020,University of Iowa,153658,Accepted  ,3.67,,1400,700,700,,,770,710,Engineering ,6,6,,CA,PrivR,"$64,000 ",
2020,University of Iowa,153658,Accepted  ,2.57,,,,,,25,,,Business  ,8,14,,CA,PubA,,
2020,University of Iowa,153658,Accepted  ,3.52,,,,,,29,,,Undecided,4,6,,OH,PubA,,
2020,University of Iowa,153658,Accepted  ,3.7,1140,1140,580,560,,,,,"Speech, Language & Hearing Sciences",,,,CA, PubR,,
2020,University of Iowa,153658,Accepted  ,3.6,,,,,,27,,,,,,,CA, PubR,"$40,800 ",
2020,University of Iowa,153658,Accepted  ,4,,,,,,32,,,Business  ,2,6,,WI,PrivA,,
2020,University of Iowa,153658,Accepted  ,3.33,,,,,,32,,,Business - Administration,6,6,,CA, PubR,,
2020,University of Iowa,153658,Accepted  ,3.38,1260,,610,650,,,,,Communication Studies,6,8,,CA, PubR,,
2016,University of Kansas,155317,Accepted  ,2.61,,1440,450,490,500,,,,Business   ,,,,CA,PrivA,,
2015,University of Kansas,155317,Accepted  ,2.63,,,,,,,,,Undecided,0,0,,CA, PubR,,
2019,University of Kansas,155317,Accepted  ,3.66,1360,1360,690,670,,32,,,Film - Production,22,20,,CA,PrivR,"$64,000 ",
2015,University of Kansas,155317,Accepted  ,2.5,,,,,,,,,Engineering - Mechanical ,10,22,,NC, PubR,,
2019,University of Kansas,155317,Accepted  ,3.3,1120,,,,,,,,Engineering ,14,10,,CO,PubA,,
2016,University of Kansas,155317,Accepted  ,3.33,,1530,440,590,500,,,,Engineering - Civil,4,,,CA,PrivA,,
2017,University of Kansas,155317,Accepted  ,3.15,,,,,,,,,Engineering - Aero,6,0,,CA, PubR,,
2015,University of Kansas,155317,Accepted  ,2.82,1660,1690,600,520,570,,,,Pre - Engineering,2,0,,CA, PubR,,
2018,University of Kansas,155317,Accepted  ,3,,,,,,24,,,Business - Entrepreneurship,6,,,CA, PubR,"$56,000 ",
2015,University of Kansas,155317,Accepted  ,2.65,,,,,,,,,Undecided,2,4,,CA, PubR,,
2016,University of Kansas,155317,Accepted  ,3.45,,,,,,,,,Engineering - Civil,4,,,CA, PubR,,
2018,University of Kansas,155317,Accepted  ,3.25,,,,,,30,,,Political Science,4,10,,CA, PubR,,
2017,University of Kansas,155317,Accepted  ,3,,,,,,,,,Business   ,0,0,,CA,PrivA,,
2015,University of Kansas,155317,Accepted  ,3.33,1690,1700,520,580,600,,570,530,Communication,4,0,,CA, PubR,,
2019,University of Kansas,155317,Accepted  ,3.68,1030,1030,490,540,,,,,Communication,,,,CA, PubR,,
2016,University of Kansas,155317,Not Accepted,2.1,,1340,460,490,390,,,,,,,,TX,PubA,"$44,000 ",
2017,University of Kansas,155317,Accepted  ,2.85,,,,,,,,,Undecided,0,0,,CA, PubR,,
2017,University of Kansas,155317,Accepted  ,3.33,,,,,,,,,Psychology,2,,,CA,PrivR,,
2019,University of Kansas,155317,Accepted  ,3.17,,,,,,24,,,Education ,4,0,,CA, PubR,,
2017,University of Kansas,155317,Accepted  ,3.2,,,,,,,,,Business - Sports Management,6,0,,TX, PubR,,
2016,University of Kansas,155317,Accepted  ,2.6,,1590,480,560,550,,,,Communication,7,,,CA,PubA,,
2018,University of Kansas,155317,Accepted  ,3.9,,1290,630,660,,,,,Nursing,8,4,,CA,PubA,,
2015,University of Kansas,155317,Accepted  ,2.77,,,,,,,,,Undecided,0,0,,CA,PrivR,,
2018,University of Kansas,155317,Accepted  ,3.57,,,,,,22,,,Pre - Nursing,4,,,CA, PubR,,
2017,University of Kansas,155317,Accepted  ,3.57,,1080,540,540,,,,,Nursing,9,10,,TX, PubR,"$40,000 ",
2016,University of Kansas,155317,Accepted  ,3.26,,,,,,,,,,6,11,,CA,PrivA,,
2018,University of Kansas,155317,Accepted  ,2.95,,1200,620,580,,,,,Undecided,2,4,,CA, PubR,,
2016,University of Kansas,155317,Accepted  ,2.65,,1480,500,530,450,,,,Communication,,2,,CA, PubR,,
2019,University of Kansas,155317,Accepted  ,3,,,670,660,,,,,,12,10,,CA, PubR,,
2017,University of Kansas,155317,Accepted  ,3.83,,,,,,,,,Engineering - Aero,6,6,,CA, PubR,"$20,000 ",
2017,University of Kansas,155317,Accepted  ,2.8,,1500,480,470,550,,,,Business   ,0,4,,CA,PrivR,,
2015,University of Kansas,155317,Accepted  ,3.29,,,,,,,,,Undecided,,4,,CA,PrivR,,
2017,University of Kansas,155317,Accepted  ,3.48,,,,,,,,,,5,2,,CA, PubR,,
2018,University of Kansas,155317,Accepted  ,3.55,,,,,,25,,,Business   ,8,2,,CA, PubR,,
2018,University of Kansas,155317,Accepted  ,3.79,,,,,,33,,,Computer Science ,24,16,,KS, PubR,,
2018,University of Kansas,155317,Accepted  ,3.13,,,,,,27,,,Education ,9,6,,CA, PubR,"$32,000 ",
2018,University of Kansas,155317,Accepted  ,3.47,,,,,,26,,,Psychology,4,0,,CA, PubR,,
2020,University of Kansas,155317,Accepted  ,3.36,,,,,,31,,,Environmental Science  ,14,10,,CA, PubR,"$58,520 ",
2020,University of Kansas,155317,Accepted  ,3.7,,,,,,28,,,Business - Administration,8,8,,NC,PubA,,
2020,University of Kansas,155317,Accepted  ,3.38,,,,,,28,,,Communication,14,8,,CA, PubR,"$57,000 ",
2020,University of Kansas,155317,Accepted  ,2.82,,,,,,28,,,Business - Sports Management,8,6,,CA, PubR,,
2020,University of Kansas,155317,Accepted  ,3.31,1270,1270,650,620,,,,,Geology,16,24,,TX, PubR,"$44,000 ",
2017,University of Kent ,900042,Accepted  ,2.82,,,,,,,,,Film ,18,12,,CA, PubR,,
2019,University of Kentucky,157085,Accepted  ,3.6,1220,1220,630,590,,29,,,Pre - Med,16,8,EA  ,KY, PubR,,checked
2018,University of Kentucky,157085,Accepted  ,2.6,,,,,,27,,,Communication,2,3,,IL,PubA,,
2018,University of Kentucky,157085,Accepted  ,3.5,,,,,,26,,,Business   ,,,,IL,,,
2018,University of Kentucky,157085,Accepted  ,3,,1000,549,460,,,,,Biology - Animal & Vet Science,1,0,EA  ,CT, PubR,,
2015,University of Kentucky,157085,Accepted  ,3.33,1690,1700,520,580,600,,570,530,Communication,4,0,,CA, PubR,,
2019,University of Kentucky,157085,Accepted  ,2.9,,1360,700,660,,,,,Business - Real Estate,,,EA  ,CA, PubR,"$32,000 ",
2018,University of Kentucky,157085,Accepted  ,3.25,,,,,,26,,,Business - Accounting/Actuarial Science,8,3,EA  ,CA, PubR,,
2016,University of Kentucky,157085,Accepted  ,3.85,,,,,,,,,Nursing,12,,,TX, PubR,,
2018,University of Kentucky,157085,Accepted  ,3.35,,,,,,26,,,Biology - Animal & Vet Science,4,4,EA  ,CA,PrivA,"$78,000 ",
2017,University of Kentucky,157085,Accepted  ,3,,,,,,,,,Business   ,0,0,,CA,PrivA,,
2017,University of Kentucky,157085,Accepted  ,3.31,,,,,,,,,Engineering - Biomedical,12,12,EA  ,CA,PrivA,,
2018,University of Kentucky,157085,Accepted  ,3.1,,,,,,26,,,Biology - Animal & Vet Science,4,6,EA  ,TX, PubR,,
2017,University of Kentucky,157085,Accepted  ,3.05,,,,,,,,,Undecided,12,12,EA  ,CA,PubA,,
2018,University of Kentucky,157085,Accepted  ,3.58,,,,,,30,,,Biology  ,10,16,,CA,PrivA,,
2020,University of Kentucky,157085,Accepted  ,2.5,,,,,,31,,,Business - Economics,,,EA  ,TX,PrivR,,
2020,University of Kentucky,157085,Accepted  ,2.6,,,,,,23,,,Criminal Justice,0,0,EA  ,CA,PrivA,"$80,000 ",checked
2020,University of Kentucky,157085,Accepted  ,3.02,1240,1240,630,610,,26,,,Pre-Med,7,23,EA  ,NC, PubR,"$32,000 ",checked
2020,University of Kentucky,157085,Accepted  ,3.72,1140,1160,570,590,,,,,Social Work,0,6,,MI,PubA,,
2020,University of Kentucky,157085,Accepted  ,3.9,,,,,,33,,,Nursing - Pre,20,18,EA  ,OH,PubA,,
2015,University of La Verne,117140,Accepted  ,3.39,1840,1840,590,690,560,,,,Biology  ,10,5,,WA,PubA,,
2017,University of La Verne,117140,Accepted  ,3.27,,,,,,,,,Business   ,4,4,,CA, PubR,,
2016,University of La Verne,117140,Accepted  ,3.54,,1760,570,570,620,,,,Pre - Med,9,4,EA  ,CA,PubA,,
2018,University of La Verne,117140,Accepted  ,3.54,,1020,520,500,,,,,Art - Studio,0,0,,CA, PubR,,
2017,University of La Verne,117140,Accepted  ,3.31,,,,,,,,,Communication,0,0,,CA,PrivA,,
2019,University of La Verne,117140,Accepted  ,3.13,,,600,510,,,,,,0,0,,CA,PrivR,"$48,000 ",
2019,University of La Verne,117140,Accepted  ,3.15,,,610,500,,,,,,0,2,,CA,PrivR,,
2016,University of La Verne,117140,Accepted  ,3.55,,,,,,29,,,Psychology,12,8,,CA, PubR,"$58,000 ",
2017,University of La Verne,117140,Accepted  ,3.8,,1750,590,530,630,,,,Theater - Acting,4,5,,CA, PubR,,
2018,University of La Verne,117140,Accepted  ,2.97,,830,480,350,,19,,,Religious Studies,2,0,,CA,PrivR,,
2017,University of La Verne,117140,Accepted  ,3.25,,1270,640,630,,,,,Business - Administration ,8,12,,CA, PubR,,
2016,University of La Verne,117140,Accepted  ,3.03,,,,,,,,,Psychology,6,4,,CA, PubR,"$56,000 ",
2017,University of La Verne,117140,Accepted  ,3.44,,,,,,,,,Kinesiology,2,6,,CA,PrivR,,
2019,University of La Verne,117140,Accepted  ,3.15,,,510,530,,,,,Business - Marketing,2,4,,CA, PubR,,
2017,University of La Verne,117140,Accepted  ,2.9,,,,,,,,,Business - Administration ,0,0,,CA,PrivA,,
2019,University of La Verne,117140,Not Accepted,3.07,,,,,,14,,,Undecided,0,0,,CA,PrivA,,
2017,University of La Verne,117140,Accepted  ,2.9,,,,,,,,,Biology  ,2,0,,CA,PrivA,,
2016,University of La Verne,117140,Accepted  ,3.13,,,,,,,,,Communication,,,,NY,PubA,,
2020,University of La Verne,117140,Accepted  ,3.2,,,,,,29,,,Business - Administration,12,2,,CA, PubR,"$40,000 ",
2020,University of La Verne,117140,Accepted  ,2.92,970,1000,510,490,,31,,,Undecided,4,2,,CA,PubA,"$40,000 ",
2020,University of La Verne,117140,Accepted  ,3.54,1040,1040,,,,19,,,Communication,4,2,,CA,PrivA,,checked
2020,University of La Verne,117140,Accepted  ,2.66,1320,1320,620,700,,,,,Communication,1,8,,CA,PrivR,"$60,000 ",
2019,University of Louisville,157289,Accepted  ,3.6,1220,1220,630,590,,29,,,Pre - Med,16,8,,KY, PubR,,checked
2017,University of Louisville,157289,Accepted  ,3.63,,,,,,,,,Engineering - Biomedical,,,,MI, PubR,,
2018,University of Louisville,157289,Accepted  ,3.73,,1210,590,620,,,,,Kinesiology - Exercise Science,12,,,CA, PubR,,
2017,University of Louisville,157289,Accepted  ,3.31,,,,,,,,,Engineering - Biomedical,12,12,,CA,PrivA,,
2017,University of Louisville,157289,Accepted  ,3.2,,,,,,,,,Business - Sports Management,6,0,,TX, PubR,,
2016,University of Louisville,157289,Accepted  ,3.4,,1430,470,510,450,,,,,,2,EA  ,CA, PubR,,
2017,University of Louisville,157289,Accepted  ,3.22,,,,,,,,,,4,2,,CA, PubR,"$48,000 ",
2018,University of Louisville,157289,Accepted  ,3.58,,,,,,28,,,Nursing,10,20,,CA,PrivR,,
2020,University of Louisville,157289,Accepted  ,3.9,,,,,,33,,,Nursing,20,18,,OH,PubA,"$64,000 ",
2016,University of Maine,161253,Accepted  ,3.2,,,,,,,,,Environmental Science  ,,,,NY,PrivA,,
2019,University of Maine,161253,Accepted  ,3.36,1460,1460,690,770,,34,790,,Engineering ,12,24,EA  ,NJ, PubR,,
2018,University of Maine,161253,Accepted  ,3.2,,,,,,25,,,Biology  ,2,2,,CT,PrivA,,
2018,University of Maine,161253,Accepted  ,3.36,,1240,610,630,,27,,,Undecided,16,2,EA  ,TX, PubR,"$52,800 ",
2018,University of Maine,161253,Accepted  ,1.95,,,520,540,,,,,Business - Management ,2,22,EA  ,MA, PubR,,
2016,University of Maine,161253,Accepted  ,2.85,,1550,520,540,490,,,,Pre - Vet,6,,,MA, PubR,,
2019,University of Maine,161253,Accepted  ,3.02,,,570,570,,,,,Child Development,2,0,EA  ,NY,PubA,"$58,400 ",
2017,University of Maine,161253,Accepted  ,3.88,,,,,,,,,Undecided,0,0,EA  ,CA, PubR,,
2018,University of Maine,161253,Accepted  ,3.08,,1490,720,770,,,770,720,Engineering - Electrical,2,24,EA  ,NJ, PubR,,
2018,University of Maine,161253,Accepted  ,2.8,,1210,580,630,,,,,Business - Marketing,6,20,EA  ,CT, PubR,,
2019,University of Maine,161253,Accepted  ,2.7,,,,,,21,,,Criminal Justice,0,0,,NJ,PubA,,checked
2016,University of Maine,161253,Accepted  ,2.7,,1600,530,530,540,,,,Biology - Zoology,6,,,NJ, PubR,,
2020,University of Maine,161253,Accepted  ,3.5,,1340,670,670,,,,,Biology - Zoology,2,4,EA  ,MA, PubR,"$26,000 ",
2020,University of Maine,161253,Accepted  ,3.66,,1350,590,760,,,,,Computer Science ,8,4,,CA, PubR,,
2019,University of Mary Hardin-Baylor,226471,Accepted  ,2.79,1050,1080,550,530,,22,,,Business   ,4,6,,TX, PubR,,checked
2019,University of Mary Hardin-Baylor,226471,Waitlisted,2.47,,,,,,18,,,Photography,6,4,,TX,PrivA,,
2017,University of Mary Hardin-Baylor,226471,Accepted  ,3.68,,1150,560,590,,,,,Pre - Med,20,10,,TX,PubA,,
2016,University of Mary Hardin-Baylor,226471,Accepted  ,3.5,,1470,540,450,480,,,,Nursing,12,,,TX,PrivA,,
2018,University of Mary Washington,232681,Accepted  ,4,,,,,,34,,,Psychology,12,8,EA  ,VA, PubR,,
2018,University of Mary Washington,232681,Accepted  ,2.95,,1220,630,590,,,,,Business   ,6,8,EA  ,VA, PubR,,
2018,University of Mary Washington,232681,Accepted  ,3.74,,,,,,34,,,Undecided - Liberal Arts & Sciences,12,0,,VA, PubR,,
2015,University of Mary Washington,232681,Accepted  ,3.9,1810,1810,560,660,590,,,,Psychology,8,32,,NC, PubR,"$112,000 ",
2020,University of Mary Washington,232681,Accepted  ,3.6,,,,,,27,,,,,,EA  ,CA, PubR,,
2018,University of Maryland-Baltimore County,163268,Accepted  ,3.27,,,,,,29,,,Engineering - Electrical,12,6,EA  ,MD, PubR,"$12,000 ",
2019,University of Maryland-Baltimore County,163268,Waitlisted then accepted,2.25,,,640,560,,,,,Political Science,24,0,,NY,PubA,,
2020,University of Maryland-Baltimore County,163268,Accepted  ,3.8,,,,,,35,,,Biology ,16,20,EA  ,MD, PubR,"$36,000 ",
2020,University of Maryland-Baltimore County,163268,Accepted  ,3.9,,1510,740,770,,,780,730,Biology ,28,8,EA  ,MD, PubR,,
2020,University of Maryland-Baltimore County,163268,Accepted  ,3.4,,,,,,32,,,Computer Science ,2,4,EA  ,CT, PubR,,
2016,University of Maryland-College Park,163286,Accepted (Spring Semester),3.67,,1760,530,650,580,,,,Business - Marketing,2,4,,NJ, PubR,,
2017,University of Maryland-College Park,163286,Accepted  ,3.68,,1980,620,690,670,,,,Communication,2,24,EA  ,NJ,PubA,,
2018,University of Maryland-College Park,163286,Accepted  ,4,,1550,760,790,,,800,800,Math - Applied,14,34,EA  ,NJ, PubR,,
2018,University of Maryland-College Park,163286,Accepted  ,3.8,,,,,,33,,,Psychology,8,6,,NY, PubR,,
2015,University of Maryland-College Park,163286,Not Accepted,3.38,1950,1950,690,630,630,,670,640,Neuroscience,4,16,,NJ, PubR,,
2019,University of Maryland-College Park,163286,Accepted  ,3.55,,1280,640,640,,,,,Psychology,8,8,EA  ,NY, PubR,,
2016,University of Maryland-College Park,163286,Not Accepted,3.37,,2010,660,660,690,,,,Business   ,8,4,,WA, PubR,,
2018,University of Maryland-College Park,163286,Accepted  ,3.6,,,,,,36,770,,Biology - Molecular & Cell Biology,12,10,,CA,PrivR,"$8,000 ",
2017,University of Maryland-College Park,163286,Not Accepted,3.4,,,,,,,,,Business - Finance,2,2,,CA, PubR,,
2017,University of Maryland-College Park,163286,Accepted  ,3.95,,1510,750,760,,,740,720,Political Science,20,8,,CA, PubR,,
2016,University of Maryland-College Park,163286,Not Accepted,2.85,,1760,570,570,620,,,,English  ,12,8,EA  ,CA,PrivR,,
2016,University of Maryland-College Park,163286,Accepted  ,3.98,,,,,,,740,740,Engineering - Civil,3,6,,NJ, PubR,,
2019,University of Maryland-College Park,163286,Accepted  ,4,,,790,710,,,790,,English  ,16,0,,MD,PrivA,,
2018,University of Maryland-College Park,163286,Accepted  ,3.46,,,,,,35,,,Computer Science ,5,9,EA  ,NJ, PubR,,
2017,University of Maryland-College Park,163286,Accepted  ,3.91,,,,,,,,,Business - Administration ,7,6,,NJ, PubR,,
2017,University of Maryland-College Park,163286,Accepted  ,3.84,,,780,770,,,800,800,Engineering - Aero,16,36,,NJ, PubR,"$20,000 ",
2015,University of Maryland-College Park,163286,Accepted  ,3.6,,,,,,,750,740,Biochemistry   ,10,32,,MA, PubR,,
2016,University of Maryland-College Park,163286,Accepted  ,3.69,,2180,690,700,790,,,,Psychology,10,8,,NY, PubR,,
2016,University of Maryland-College Park,163286,Accepted (Spring Semester),3.5,,1890,620,600,670,,,,,4,6,EA  ,MA, PubR,,
2019,University of Maryland-College Park,163286,Accepted (Spring Semester),3.4,,,,,,32,,,Communication,10,6,,NJ, PubR,,
2017,University of Maryland-College Park,163286,Accepted  ,3.72,,,,,,,,,Undecided,18,12,,CA, PubR,,
2018,University of Maryland-College Park,163286,Accepted  ,3.79,,,,,,29,,,Business   ,8,8,,CT, PubR,"$26,000 ",
2019,University of Maryland-College Park,163286,Withdrawn,3.36,1260,1260,610,650,,26,,,Undecided,6,8,EA  ,CT,PrivA,,
2017,University of Maryland-College Park,163286,Not Accepted,2.95,,1270,670,600,,,,,Undecided,11,8,,CA, PubR,,
2017,University of Maryland-College Park,163286,Accepted  ,3.92,,2320,720,800,800,,800,800,Engineering ,20,18,EA  ,NJ, PubR,,
2017,University of Maryland-College Park,163286,Accepted  ,3.59,,,,,,,,,Business   ,18,6,,CA, PubR,,
2019,University of Maryland-College Park,163286,Withdrawn,3.7,,,,,,32,,,Political Science,18,4,,CA, PubR,,
2019,University of Maryland-College Park,163286,Accepted  ,4,,1550,760,790,,,790,,Computer Science ,14,2,,CA,PrivR,,
2019,University of Maryland-College Park,163286,Not Accepted,3.52,1220,1310,550,760,,,,,Engineering - Civil,4,14,,NJ, PubR,,
